                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    162,                0.93475,                0.71114,                0.88566,                0.75689,                0.74329,                0.78306,                0.59814,                 0.9226,                0.73247,                0.87734,                0.00208,                0.00208,                0.00208
                    163,                0.93475,                0.71064,                0.88526,                0.75648,                0.74429,                0.78353,                0.59851,                0.92258,                0.73171,                0.87749,              0.0020305,              0.0020305,              0.0020305
                    164,                0.93923,                 0.7114,                0.88603,                0.75729,                0.74503,                0.78318,                0.59853,                0.92246,                0.73124,                0.87744,               0.001981,               0.001981,               0.001981
                    165,                0.93826,                 0.7108,                0.88722,                0.76066,                0.74304,                0.78349,                0.59794,                0.92201,                0.73124,                0.87731,              0.0019315,              0.0019315,              0.0019315
                    166,                0.93106,                 0.7041,                0.88493,                0.76081,                0.74363,                0.78367,                0.59826,                0.92211,                0.73156,                0.87727,               0.001882,               0.001882,               0.001882
                    167,                0.92882,                0.70172,                0.88349,                0.75901,                0.74671,                 0.7836,                0.59841,                0.92195,                0.73152,                0.87726,              0.0018325,              0.0018325,              0.0018325
                    168,                0.92883,                0.70005,                0.88392,                0.76359,                 0.7422,                 0.7842,                0.59906,                0.92141,                0.73113,                 0.8772,               0.001783,               0.001783,               0.001783
                    169,                 0.9269,                0.69565,                0.88374,                0.76314,                0.74173,                0.78414,                0.59937,                 0.9212,                0.73081,                0.87722,              0.0017335,              0.0017335,              0.0017335
                    170,                0.92375,                 0.6899,                0.88285,                0.76312,                0.74035,                0.78403,                0.59927,                0.92102,                0.73124,                0.87717,               0.001684,               0.001684,               0.001684
                    171,                0.92519,                0.68732,                0.88288,                0.75844,                0.74076,                0.78386,                0.59901,                0.92072,                0.73106,                0.87696,              0.0016345,              0.0016345,              0.0016345
                    172,                0.92099,                0.68627,                0.88198,                0.76071,                0.73918,                0.78394,                 0.5993,                 0.9209,                0.73169,                0.87693,               0.001585,               0.001585,               0.001585
                    173,                0.92151,                0.68186,                0.88176,                 0.7661,                0.73568,                0.78362,                0.59952,                0.92092,                0.73114,                0.87702,              0.0015355,              0.0015355,              0.0015355
                    174,                0.91912,                   0.68,                0.88229,                0.76846,                0.73539,                 0.7835,                0.59971,                0.92065,                0.73148,                0.87703,               0.001486,               0.001486,               0.001486
                    175,                0.91698,                0.67939,                 0.8808,                0.77126,                0.73241,                0.78333,                0.59948,                0.92081,                 0.7318,                0.87701,              0.0014365,              0.0014365,              0.0014365
                    176,                 0.9155,                 0.6735,                0.88077,                0.77647,                 0.7296,                0.78369,                0.59999,                0.92105,                0.73218,                0.87696,               0.001387,               0.001387,               0.001387
                    177,                0.91319,                   0.67,                0.87912,                0.77327,                0.73153,                0.78374,                0.60005,                0.92045,                 0.7321,                 0.8768,              0.0013375,              0.0013375,              0.0013375
                    178,                0.91111,                0.66664,                0.88143,                0.77284,                 0.7308,                0.78403,                0.60017,                0.92034,                0.73253,                0.87667,               0.001288,               0.001288,               0.001288
                    179,                0.91011,                 0.6591,                0.87947,                0.76674,                0.73465,                0.78411,                0.60065,                0.92008,                0.73319,                0.87669,              0.0012385,              0.0012385,              0.0012385
                    180,                0.90383,                0.65858,                0.87801,                 0.7737,                0.72965,                0.78393,                0.60031,                0.92021,                0.73363,                0.87675,               0.001189,               0.001189,               0.001189
                    181,                0.90573,                0.65523,                0.87797,                0.76987,                0.73062,                0.78374,                0.59997,                0.92018,                0.73388,                0.87667,              0.0011395,              0.0011395,              0.0011395
                    182,                0.90283,                0.65661,                0.87729,                0.76482,                0.73526,                0.78358,                0.59989,                0.92003,                0.73418,                0.87656,                0.00109,                0.00109,                0.00109
                    183,                0.90044,                 0.6455,                 0.8764,                0.78069,                0.72249,                0.78337,                0.60024,                0.92015,                 0.7349,                 0.8765,              0.0010405,              0.0010405,              0.0010405
                    184,                0.89813,                 0.6427,                0.87596,                0.78394,                0.72092,                0.78348,                0.60079,                0.92009,                0.73526,                 0.8765,               0.000991,               0.000991,               0.000991
                    185,                 0.8976,                0.64186,                0.87592,                0.78124,                0.72513,                0.78308,                0.60041,                0.92017,                0.73601,                 0.8765,              0.0009415,              0.0009415,              0.0009415
                    186,                0.89374,                0.64021,                0.87559,                0.77704,                 0.7274,                0.78242,                0.59961,                0.92044,                0.73717,                0.87648,               0.000892,               0.000892,               0.000892
                    187,                0.89016,                0.63125,                0.87425,                0.77767,                0.72675,                 0.7822,                 0.5993,                0.92038,                 0.7378,                0.87655,              0.0008425,              0.0008425,              0.0008425
                    188,                0.89044,                0.63365,                0.87506,                0.77843,                0.72743,                0.78208,                0.59939,                0.92074,                0.73835,                 0.8767,               0.000793,               0.000793,               0.000793
                    189,                0.88872,                0.62889,                0.87347,                0.77287,                0.73194,                0.78167,                0.59885,                0.92081,                0.73892,                0.87669,              0.0007435,              0.0007435,              0.0007435
                    190,                0.88387,                0.62323,                0.87305,                0.76547,                0.73827,                0.78151,                0.59968,                0.92119,                0.73967,                0.87671,               0.000694,               0.000694,               0.000694
